COUNTRY,YEAR,TOTAL_BUDGET,BUDGET_RANK,PCT_DEFENSE,PCT_EDUCATION,PCT_HEALTH,PCT_SOCIAL_WELFARE,PCT_INFRASTRUCTURE
Argentina,1982,16.324,27,5.78,15.4,17.82,10.47,13.09
Israel,1982,15.57,28,14.06,13.67,9.41,8.8,10.99
United Arab Emirates,1982,13.941,29,19.16,13.57,7.57,11.94,14.93
Egypt,1982,10.95,30,9.79,15.35,6.66,9.49,18.97
Portugal,1982,10.666,31,4.36,7.21,14.06,21.01,9
New Zealand,1982,10.336,32,4.59,8.19,14.71,21.2,9.09
Romania,1982,10.178,33,11.82,14.73,5,13.05,16.31
Philippines,1982,9.095,34,12.48,15.24,6.52,3.96,7.91
Thailand,1982,8.278,35,13.67,18.9,9.25,6.91,13.83
Colombia,1982,8.13,36,10.86,18.09,14.88,8.09,10.11
Chile,1982,7.221,37,14.85,13.52,10.96,11.8,14.75
Ireland,1982,7.033,38,2.49,13.06,14.96,18.32,7.85
Pakistan,1982,6.863,39,25.1,7.8,6.26,8.38,16.75
Malaysia,1982,6.61,40,7.8,19.11,4.58,8.13,16.26
Kazakhstan,1982,4.806,41,4.86,14.76,9.25,13.63,17.04
Peru,1982,4.573,42,8.33,15.25,10.77,8.67,10.84
Vietnam,1982,2.679,43,7.55,18,9.48,8.99,17.99
Singapore,1982,2.657,44,29.92,20.31,7.39,5.05,6.31
Bangladesh,1982,2.544,45,10.33,6.39,5.21,8.99,17.98
USA,1983,1378.578,1,9.56,13.55,16.16,16.74,7.17
Japan,1983,502.947,2,3.02,14.89,15.07,21.71,9.3
Germany,1983,321.341,3,4.24,9.53,15.94,22.75,9.75
France,1983,273.502,4,5.77,10.72,5,25.73,11.03
Italy,1983,236.935,5,4.03,8.73,5,22.97,9.84
UK,1983,206.084,6,11.31,11.43,15.97,17.94,7.69
Russia,1983,165.655,7,6.91,8.95,9.72,11.56,14.44
Canada,1983,127.671,8,15,5,14.82,21.06,9.03
Netherlands,1983,78.337,9,4.93,10.64,12.28,22.97,9.84
Spain,1983,76.873,10,15,8.84,12.41,20.56,8.81
China,1983,76.273,11,13.21,9.56,6.09,9.92,19.84
Australia,1983,65.928,12,7.04,13.25,14.6,21.04,9.02
Brazil,1983,61.815,13,15,5,5,10.5,21
Sweden,1983,57.783,14,4,8.29,11.8,21.18,9.08
India,1983,51.44,15,14.78,13.32,3.05,7.87,15.74
Mexico,1983,50.582,16,1.72,12.15,9.9,5.34,10.68
Saudi Arabia,1983,41.071,17,35.44,14.71,9.16,7.69,9.61
Switzerland,1983,37.896,18,5.38,15.59,7.84,24.07,10.31
Iran,1983,32.03,19,14.48,18.35,10.95,11.17,13.96
South Africa,1983,26.801,20,5.5,20.47,11.86,7.68,15.37
South Korea,1983,21.509,21,20.31,5,8.28,11.86,14.82
Israel,1983,20.95,22,14.06,13.67,9.41,6.58,8.23
Argentina,1983,20.132,23,5.78,15.4,17.82,10.47,13.09
Poland,1983,19.413,24,4.1,16.8,8.38,14.1,17.63
Greece,1983,16.369,25,10.81,7.12,9.61,22.83,9.78
Turkey,1983,15.764,26,15,12.87,7.19,11.43,14.29
Indonesia,1983,14.956,27,7.19,5.86,3.59,10.69,21.37
United Arab Emirates,1983,12.799,28,19.16,13.57,7.57,11.94,14.93
Nigeria,1983,11.651,29,2.23,8.55,2.37,12.28,24.56
New Zealand,1983,10.207,30,4.59,8.19,14.71,20.17,8.64
Portugal,1983,10.081,31,4.36,7.21,14.06,20.53,8.8
Egypt,1983,9.997,32,9.79,15.35,6.66,8.89,17.78
Romania,1983,9.24,33,11.82,14.73,5,13.05,16.31
Thailand,1983,8.974,34,13.67,18.9,9.25,6.48,12.96
Philippines,1983,8.136,35,12.48,15.24,6.52,3.96,7.91
Colombia,1983,8.08,36,10.86,18.09,14.88,8.09,10.11
Malaysia,1983,7.483,37,7.8,19.11,4.58,8.13,16.26
Chile,1983,7.122,38,14.85,13.52,10.96,11.3,14.13
Ireland,1983,6.938,39,2.49,11.61,14.96,18.75,8.04
Pakistan,1983,6.408,40,25.1,7.8,6.26,8.38,16.75
Kazakhstan,1983,5.046,41,4.86,14.76,9.25,13.63,17.04
Peru,1983,4.053,42,8.33,15.25,10.77,7.67,9.59
Singapore,1983,2.998,43,29.92,20.31,7.39,3.36,4.2
Vietnam,1983,2.813,44,7.55,18,9.48,8.99,17.99
Bangladesh,1983,2.418,45,10.33,6.47,5.21,8.98,17.96
USA,1937,52.248,1,9.56,13.55,16.16,18.98,8.13
UK,1937,8.03,2,11.31,12.67,15.97,17.95,7.69
USA,1984,1442.178,1,9.56,13.55,16.16,16.27,6.97
Japan,1984,515.196,2,3.02,18.05,15.07,20.6,8.83
Germany,1984,304.712,3,4.24,9.53,15.94,22.77,9.76
France,1984,261.791,4,5.77,10.18,5,25.92,11.11
Italy,1984,234.178,5,4.03,8.73,5,22.97,9.84
UK,1984,193.917,6,11.31,11.23,15.97,17.88,7.66
Russia,1984,173.938,7,6.91,8.95,9.72,11.56,14.44
Canada,1984,134.054,8,15,5,14.82,21.06,9.03
China,1984,85.946,9,13.21,9.76,6.09,9.89,19.78
Spain,1984,77.391,10,15,8.84,12.41,20.56,8.81
Australia,1984,74.498,11,7.04,13.25,14.6,21.04,9.02
Netherlands,1984,72.065,12,4.93,9.87,12.28,22.9,9.82
Brazil,1984,61.386,13,15,5,5,10.5,21
Sweden,1984,58.217,14,4,8.29,11.8,20.36,8.73
India,1984,54.411,15,14.78,13.32,3.05,7.77,15.54
Mexico,1984,52.917,16,1.72,12.15,9.9,5.56,11.12
Saudi Arabia,1984,38.036,17,35.44,14.71,9.16,7.69,9.61
Switzerland,1984,36.365,18,5.38,15.59,7.84,24.14,10.35
Iran,1984,30.341,19,14.48,18.35,10.95,11.2,14
South Korea,1984,23.94,20,20.31,5,8.28,11.69,14.61
South Africa,1984,23.819,21,5.5,20.47,11.86,7.42,14.85
Argentina,1984,22.637,22,5.78,15.4,17.82,10.47,13.09
Poland,1984,20.384,23,4.1,16.8,8.38,14.1,17.63
Israel,1984,19.925,24,14.06,13.67,9.41,7.15,8.93
Greece,1984,18.149,25,10.81,7.55,9.61,21.51,9.22
Turkey,1984,16.005,26,15,12.87,7.19,11.05,13.81
Indonesia,1984,14.727,27,7.19,5.86,3.59,10.46,20.92
United Arab Emirates,1984,12.501,28,19.16,13.57,7.57,11.94,14.93
Egypt,1984,11.01,29,9.79,15.35,6.66,8.82,17.64
Romania,1984,10.169,30,11.82,14.73,5,13.05,16.31
Thailand,1984,9.462,31,13.67,18.9,9.25,6.43,12.86
New Zealand,1984,9.243,32,4.59,8.19,14.71,19.68,8.43
Portugal,1984,8.941,33,4.36,7.21,14.06,19.53,8.37
Nigeria,1984,8.818,34,2.23,8.55,2.37,12.28,24.56
Malaysia,1984,8.37,35,7.8,19.11,4.58,8.13,16.26
Colombia,1984,7.981,36,10.86,18.09,14.88,8.09,10.11
Philippines,1984,7.699,37,12.48,15.24,6.52,3.96,7.91
Chile,1984,7.034,38,14.85,13.52,10.96,11.22,14.02
Pakistan,1984,6.958,39,25.1,7.8,6.26,8.38,16.75
Ireland,1984,6.505,40,2.49,11.29,14.96,18.58,7.96
Kazakhstan,1984,5.299,41,4.86,14.76,9.25,13.63,17.04
Peru,1984,3.913,42,8.33,15.25,10.77,7.29,9.11
Singapore,1984,3.789,43,29.92,20.31,7.39,3.65,4.56
Vietnam,1984,2.953,44,7.55,18,9.48,8.99,17.99
Bangladesh,1984,2.598,45,10.33,8.09,5.21,8.74,17.47
USA,1960,160.481,1,9.56,13.55,16.16,18.98,8.13
Russia,1960,53.933,2,6.91,8.95,9.72,11.56,14.44
Canada,1960,41.566,3,15,5,14.82,21.06,9.03
Germany,1960,27.277,4,4.24,9.53,15.94,24.05,10.31
UK,1960,24.665,5,11.31,12.67,15.97,17.95,7.69
France,1960,22.525,6,5.77,11.51,5,25.45,10.91
China,1960,19.749,7,13.21,9.56,6.09,9.92,19.84
Italy,1960,12.931,8,4.03,8.73,5,26.5,11.36
Japan,1960,12.381,9,3.02,16.13,15.07,21.28,9.12
Poland,1960,6.32,10,4.1,16.8,8.38,14.1,17.63
India,1960,6.31,11,14.78,13.32,3.05,8.63,17.26
Spain,1960,5.591,12,15,8.84,12.41,20.56,8.81
Brazil,1960,5.551,13,15,5,5,10.5,21
Sweden,1960,5.193,14,4,9.8,11.8,24.74,10.6
Australia,1960,4.887,15,7.04,13.25,14.6,21.04,9.02
Netherlands,1960,4.708,16,4.93,12.07,12.28,23.65,10.14
Romania,1960,4.351,17,11.82,14.73,5,13.05,16.31
Argentina,1960,3.072,18,5.78,15.4,17.82,10.47,13.09
Switzerland,1960,2.229,19,5.38,15.59,7.84,24.21,10.37
Mexico,1960,2.025,20,1.72,12.15,9.9,10.12,20.24
Egypt,1960,1.823,21,9.79,15.35,6.66,9.77,19.53
Turkey,1960,1.718,22,15,12.87,7.19,12.29,15.37
South Africa,1960,1.679,23,5.5,20.47,11.86,8.13,16.26
New Zealand,1960,1.647,24,4.59,8.19,14.71,22.2,9.52
Kazakhstan,1960,1.643,25,4.86,14.76,9.25,13.63,17.04
Philippines,1960,1.62,26,12.48,15.24,6.52,3.96,7.91
Chile,1960,1.614,27,14.85,13.52,10.96,11.53,14.41
Israel,1960,1.006,28,14.06,13.67,9.41,9.71,12.14
South Korea,1960,0.954,29,20.31,5,8.28,12.77,15.96
Portugal,1960,0.952,30,4.36,7.21,14.06,25.13,10.77
Vietnam,1960,0.916,31,7.55,18,9.48,8.99,17.99
Iran,1960,0.879,32,14.48,18.35,10.95,10.13,12.66
Greece,1960,0.844,33,10.81,8.38,9.61,22.9,9.81
Colombia,1960,0.841,34,10.86,18.09,14.88,8.09,10.11
Pakistan,1960,0.837,35,25.1,7.8,6.26,8.38,16.75
Bangladesh,1960,0.587,36,10.33,5.26,5.21,9.16,18.32
Indonesia,1960,0.579,37,7.19,5.86,3.59,11.97,23.94
Saudi Arabia,1960,0.556,38,35.44,14.71,9.16,7.69,9.61
Nigeria,1960,0.504,39,2.23,8.55,2.37,12.28,24.56
Thailand,1960,0.477,40,13.67,18.9,9.25,7.16,14.32
Malaysia,1960,0.473,41,7.8,19.11,4.58,8.13,16.26
Peru,1960,0.415,42,8.33,15.25,10.77,11.8,14.75
Ireland,1960,0.412,43,2.49,14.78,14.96,19.95,8.55
United Arab Emirates,1960,0.126,44,19.16,13.57,7.57,11.94,14.93
Singapore,1960,0.108,45,29.92,20.31,7.39,6.87,8.59
USA,1990,2138.737,1,9.56,13.55,16.16,15.91,6.82
Japan,1990,1068.847,2,3.07,11.11,15.07,23.01,9.86
Germany,1990,701.561,3,4.24,9.53,15.94,22.87,9.8
France,1990,593.781,4,5.51,9.45,5,26.26,11.26
Italy,1990,591.957,5,3.29,8.73,5,21.69,9.3
UK,1990,406.496,6,10.43,11.07,15.97,18.73,8.03
Spain,1990,241.279,7,15,10.14,12.41,20.11,8.62
Russia,1990,197.013,8,6.91,8.95,9.72,11.56,14.44
Canada,1990,179.645,9,15,5,14.82,21.06,9.03
Netherlands,1990,146.853,10,4.73,10.99,12.28,22.18,9.5
Sweden,1990,130.3,11,3.97,8.29,11.8,22.49,9.64
Brazil,1990,125.47,12,15,5,5,10.5,21
China,1990,119.315,13,13.75,12.29,6.09,9.43,18.86
Australia,1990,98.799,14,6.79,13.59,14.6,21.01,9
India,1990,96.985,15,12.4,13.32,3.05,7.33,14.66
Switzerland,1990,71.915,16,5.52,17.18,7.84,23.08,9.89
South Korea,1990,70.095,17,20.31,5,8.28,12.33,15.42
Mexico,1990,68.043,18,1.72,12.15,9.9,4.26,8.52
Greece,1990,50.074,19,8.59,7.2,9.61,18.8,8.06
South Africa,1990,39.739,20,5.5,20.47,11.86,7.19,14.37
Saudi Arabia,1990,37.402,21,35.44,14.71,9.16,7.69,9.61
Turkey,1990,35.086,22,15,12.87,7.19,8.84,11.04
Portugal,1990,30.567,23,4.24,10.27,14.06,18.37,7.87
Argentina,1990,27.369,24,5.78,15.4,17.82,10.47,13.09
Poland,1990,27.317,25,4.1,16.8,8.38,12.22,15.27
Israel,1990,22.572,26,14.06,13.67,9.41,8.92,11.15
Indonesia,1990,18.622,27,7.19,5.86,3.59,9.47,18.94
Iran,1990,18.455,28,14.48,18.35,10.95,11.23,14.04
New Zealand,1990,16.475,29,4.67,14.08,14.71,21.1,9.04
United Arab Emirates,1990,15.161,30,19.16,13.57,7.57,11.94,14.93
Thailand,1990,13.919,31,13.67,18.9,9.25,6.38,12.76
Romania,1990,13.68,32,11.82,14.73,5,13.67,17.08
Ireland,1990,12.662,33,2.77,11.7,14.96,17.35,7.44
Philippines,1990,10.884,34,10.01,15.24,6.52,4.33,8.65
Malaysia,1990,10.856,35,7.8,19.11,4.58,8.13,16.26
Colombia,1990,9.982,36,9.1,12.48,14.88,9.56,11.95
Pakistan,1990,8.936,37,25.1,7.8,6.26,8.38,16.75
Egypt,1990,8.85,38,9.79,15.35,6.66,7.79,15.58
Kazakhstan,1990,7.101,39,4.86,14.76,9.25,13.63,17.04
Chile,1990,6.707,40,14.85,13.52,10.96,10.02,12.53
Peru,1990,6.559,41,8.33,15.25,10.77,5.23,6.54
Nigeria,1990,6.484,42,2.23,8.55,2.37,12.28,24.56
Singapore,1990,6.299,43,29.92,20.31,7.39,5.12,6.4
Bangladesh,1990,4.339,44,10.28,11.19,5.21,8.28,16.56
Vietnam,1990,1.424,45,7.55,18,9.48,8.99,17.99
USA,2025,12507.225,1,9.11,11.29,23.02,15.29,6.55
China,2025,6434.353,2,5.06,11.91,10.37,10.15,20.3
Germany,2025,2525.882,3,3.93,10.68,19.21,22.69,9.72
Japan,2025,2155.525,4,3.25,9.97,23.3,20.47,8.77
France,2025,1910.89,5,3.59,9.12,5,27.05,11.59
UK,2025,1883.318,6,5.25,11.82,20.05,19.29,8.27
Italy,2025,1397.981,7,3.18,7.41,5,26.87,11.51
Russia,2025,1081.423,8,18.9,14.34,13.67,10.15,12.68
India,2025,1059.771,9,7.63,14.16,4.59,7.56,15.12
Canada,2025,957.339,10,15,5,17.76,20.04,8.59
Brazil,2025,858.869,11,15,5,5,10.5,21
Spain,2025,857.904,12,15,9.88,14.85,19.35,8.29
Turkey,2025,803.237,13,15,11.33,9.78,10.57,13.21
Australia,2025,721.423,14,4.96,12.64,21.01,19.73,8.46
Mexico,2025,633.625,15,2.97,14.24,9.36,8.65,17.3
Netherlands,2025,541.387,16,4.34,11.97,15.56,23.29,9.98
Poland,2025,465.94,17,8.47,9.97,11.75,13,16.25
South Korea,2025,449.37,18,11.32,5,15.5,12.75,15.94
Saudi Arabia,2025,402.435,19,22.31,15.64,13.69,8.99,11.24
Switzerland,2025,324.178,20,2.27,15.42,11.65,24.39,10.45
Sweden,2025,307.647,21,4.12,15.28,19.45,20.93,8.97
Indonesia,2025,306.391,22,4.6,10.56,8.52,9.82,19.63
Argentina,2025,269.107,23,1.93,13.22,16.35,12.24,15.3
Israel,2025,196.96,24,19.99,16.07,11.57,8.95,11.18
South Africa,2025,177.197,25,2.11,19.14,16.89,7.14,14.27
Romania,2025,171.524,26,5.85,8.78,5,15.3,19.13
Thailand,2025,165.578,27,4.54,12.62,15.56,9.27,18.54
Colombia,2025,164.418,28,10.12,13.15,17.24,9.26,11.57
Greece,2025,160.563,29,6.58,6.39,8.58,24.91,10.68
Portugal,2025,154.755,30,3.57,10.37,14.56,23.02,9.87
Philippines,2025,120.468,31,5.44,15.2,8.77,8.29,16.58
Vietnam,2025,113.233,32,8.82,15.45,10.45,9.04,18.08
New Zealand,2025,107.577,33,2.82,12.73,19.21,21.79,9.34
United Arab Emirates,2025,106.414,34,17.04,14.76,14.41,10.3,12.88
Malaysia,2025,105.97,35,4.52,14.1,7.94,8.77,17.55
Chile,2025,105.6,36,5.84,18.38,19.3,10.43,13.04
Singapore,2025,105.5,37,20.13,11.99,17.39,10.01,12.51
Ireland,2025,99.784,38,1,12.33,22.16,21.42,9.18
Peru,2025,97.614,39,4.06,19.21,15.95,10.94,13.67
Egypt,2025,94.288,40,2.93,10.94,6.93,8.24,16.49
Kazakhstan,2025,75.153,41,1.94,21.96,10.7,11.35,14.18
Iran,2025,71.8,42,12.55,18.82,19.06,9.77,12.21
Bangladesh,2025,66.426,43,6.9,11.88,2.47,8.21,16.41
Pakistan,2025,58.841,44,13.83,9.76,4.68,10.01,20.02
Nigeria,2025,34.895,45,3.07,2.98,4.31,12.7,25.39
USA,2017,7223.878,1,9.37,13.88,22.58,15.98,6.85
China,2017,4137.394,2,5.26,11.91,8.8,10.36,20.71
Japan,2017,1934.916,3,2.49,9.97,24.46,20.33,8.71
Germany,2017,1662.392,4,2.54,10.72,19.38,22.87,9.8
France,2017,1507.146,5,3.21,9.48,5,27.06,11.6
UK,2017,1134.905,6,4.98,13.76,19.75,18.91,8.1
Italy,2017,980.836,7,2.77,8.25,5,26.34,11.29
India,2017,807.874,8,9.39,15.81,3.66,7.7,15.39
Brazil,2017,775.668,9,15,5,5,10.5,21
Russia,2017,681.088,10,12.2,13.47,8.78,12.61,15.76
Canada,2017,670.698,11,15,5,18.81,19.67,8.43
Spain,2017,594.789,12,15,10.18,15.28,19.09,8.18
Australia,2017,513.416,13,5.45,12.17,18.58,20.58,8.82
Turkey,2017,415.019,14,15,13.26,9.96,11.13,13.91
South Korea,2017,410.447,15,12.33,5,13.17,13.02,16.27
Mexico,2017,364.157,16,1.7,17.58,10.73,8.5,17
Netherlands,2017,330.042,17,2.66,11.9,14.95,23.8,10.2
Argentina,2017,293.069,18,2.06,13.26,16.25,11.8,14.75
Saudi Arabia,2017,250.608,19,30.71,15.84,13.51,7.74,9.67
Sweden,2017,242.142,20,2.12,15.54,18.45,21.95,9.41
Switzerland,2017,230.746,21,2.05,15.46,11.32,24.48,10.49
Indonesia,2017,215.252,22,5.26,10.88,8.21,9.71,19.43
Poland,2017,208.335,23,4.59,11.04,10.94,13.82,17.28
South Africa,2017,157.409,24,3.16,18.72,15.29,7.84,15.68
Thailand,2017,120.848,25,6.35,18.36,13.1,8.54,17.07
Greece,2017,115.539,26,5.27,7.14,8.84,25.14,10.77
Portugal,2017,110.568,27,2.73,11.05,12.54,22.63,9.7
Israel,2017,110.01,28,14.19,15.71,11.76,10.46,13.08
Iran,2017,101.011,29,16.05,20.31,24.5,7.68,9.6
Colombia,2017,92.647,30,10.94,13.15,18.6,9.33,11.67
United Arab Emirates,2017,77.451,31,17.04,13.57,7.81,12.32,15.4
Chile,2017,74.253,32,7.61,21.31,17.97,9.92,12.39
Romania,2017,71.222,33,5.59,10.05,5,15.14,18.93
New Zealand,2017,70.94,34,2.95,15.04,18.27,20.88,8.95
Malaysia,2017,66.634,35,4.99,21.21,8.72,7.84,15.67
Philippines,2017,65.516,36,6,19.59,7.62,7.95,15.9
Egypt,2017,64.113,37,4.42,10.94,5.42,8.25,16.5
Vietnam,2017,61.898,38,8.38,15.47,10.09,9.16,18.32
Ireland,2017,59.441,39,1.17,13.37,19.87,20.14,8.63
Peru,2017,54.27,40,5.9,18.32,14.43,11.15,13.94
Singapore,2017,50.142,41,21.56,17.25,15.31,9.18,11.47
Pakistan,2017,49.002,42,17.59,14.54,4.77,8.71,17.43
Nigeria,2017,45.089,43,3.59,6.12,4.44,12.13,24.25
Kazakhstan,2017,44.643,44,3.45,11.42,7.86,14.66,18.33
Bangladesh,2017,39.243,45,9.22,14.25,4.11,7.88,15.76
USA,2019,8067.88,1,9.52,13.27,22.48,15.71,6.73
China,2019,4804.855,2,4.91,11.91,8.77,10.41,20.83
Japan,2019,2036.701,3,2.66,9.97,24.7,20.19,8.65
Germany,2019,1771.008,4,2.72,11.03,19.53,22.81,9.78
France,2019,1500.845,5,3.35,9.7,5,26.93,11.54
UK,2019,1194.797,6,5.13,13.53,20.53,19.12,8.2
Italy,2019,989.912,7,2.7,8.42,5,26.57,11.39
India,2019,759.616,8,9.32,14.82,3.85,7.32,14.63
Canada,2019,739.445,9,15,5,18.93,19.63,8.41
Russia,2019,706.388,10,11.4,14.34,10.2,12.23,15.29
Brazil,2019,677.509,11,15,5,5,10.5,21
Spain,2019,631.573,12,15,10,15.23,19.17,8.21
Australia,2019,530.158,13,4.83,12.17,17.13,21.3,9.13
South Korea,2019,420.251,14,11.85,5,13.89,13.1,16.38
Turkey,2019,412.166,15,15,12.52,9.54,11.31,14.14
Mexico,2019,397.705,16,2.02,16.2,10.32,8.74,17.49
Netherlands,2019,353.995,17,3.07,12.01,15.58,23.58,10.11
Saudi Arabia,2019,308.947,18,23.15,15.84,11.98,9.33,11.66
Indonesia,2019,237.184,19,4.45,9.34,8.55,10.02,20.03
Sweden,2019,235.886,20,2.27,15.75,18.67,21.79,9.34
Poland,2019,234.628,21,4.72,11.17,11.01,13.87,17.34
Switzerland,2019,234.381,22,2.18,15.68,11.51,24.41,10.46
Argentina,2019,185.022,23,1.84,12.51,16.31,10.71,13.39
South Africa,2019,167.433,24,2.81,19.61,15.29,7.69,15.38
Thailand,2019,140.616,25,6.43,17.01,13.28,8.69,17.38
Israel,2019,121.942,26,13.17,15.75,11.9,10.66,13.33
Greece,2019,117.665,27,5.45,7.46,8.3,25.26,10.82
Portugal,2019,111.552,28,3.24,10.89,13.6,22.63,9.7
Colombia,2019,109.221,29,9.57,13.15,16.66,10.06,12.58
Romania,2019,90.713,30,5.51,10.71,5,15.09,18.87
United Arab Emirates,2019,87.938,31,17.04,13.57,7.92,12.29,15.37
Malaysia,2019,83.633,32,3.79,17.64,8.52,8.63,17.25
Egypt,2019,82.265,33,4.18,10.94,4.82,8.37,16.75
Philippines,2019,81.751,34,5.21,18.16,7.79,8.45,16.91
Nigeria,2019,80.186,35,3.68,5.85,3.76,12.26,24.51
Chile,2019,78.067,36,7.04,21.23,18.01,9.97,12.47
Vietnam,2019,73.56,37,8.82,15.57,10.2,9.06,18.12
New Zealand,2019,73.499,38,3.33,13.47,16.2,22.19,9.51
Iran,2019,68.891,39,14.59,21.24,19.45,8.8,11
Ireland,2019,64.365,40,1.14,13.53,20.47,20.68,8.86
Peru,2019,60.22,41,5.59,17.73,15.35,11.02,13.77
Singapore,2019,54.431,42,19.71,19.47,16.29,8.78,10.98
Bangladesh,2019,50.81,43,9.18,8.73,2.66,8.84,17.67
Pakistan,2019,46.359,44,18.4,11.59,4.95,9.01,18.02
Kazakhstan,2019,41.052,45,5.04,14.11,8.25,13.31,16.63
USA,1951,103.448,1,9.56,13.55,16.16,18.98,8.13
Russia,1951,34.765,2,6.91,8.95,9.72,11.56,14.44
Canada,1951,26.794,3,15,5,14.82,21.06,9.03
Germany,1951,17.583,4,4.24,9.53,15.94,24.05,10.31
UK,1951,15.899,5,11.31,12.67,15.97,17.95,7.69
France,1951,14.52,6,5.77,11.51,5,25.45,10.91
China,1951,12.731,7,13.21,9.56,6.09,9.92,19.84
Italy,1951,8.335,8,4.03,8.73,5,26.5,11.36
Japan,1951,7.981,9,3.02,16.13,15.07,21.28,9.12
Poland,1951,4.074,10,4.1,16.8,8.38,14.1,17.63
India,1951,4.068,11,14.78,13.32,3.05,8.63,17.26
Spain,1951,3.604,12,15,8.84,12.41,20.56,8.81
Brazil,1951,3.578,13,15,5,5,10.5,21
Sweden,1951,3.347,14,4,9.8,11.8,24.74,10.6
Australia,1951,3.15,15,7.04,13.25,14.6,21.04,9.02
Netherlands,1951,3.035,16,4.93,12.07,12.28,23.65,10.14
Romania,1951,2.805,17,11.82,14.73,5,13.05,16.31
Argentina,1951,1.98,18,5.78,15.4,17.82,10.47,13.09
Switzerland,1951,1.437,19,5.38,15.59,7.84,24.21,10.37
Mexico,1951,1.305,20,1.72,12.15,9.9,10.12,20.24
Egypt,1951,1.175,21,9.79,15.35,6.66,9.77,19.53
Turkey,1951,1.107,22,15,12.87,7.19,12.29,15.37
South Africa,1951,1.082,23,5.5,20.47,11.86,8.13,16.26
New Zealand,1951,1.061,24,4.59,8.19,14.71,22.2,9.52
Kazakhstan,1951,1.059,25,4.86,14.76,9.25,13.63,17.04
Philippines,1951,1.044,26,12.48,15.24,6.52,3.96,7.91
Chile,1951,1.04,27,14.85,13.52,10.96,11.53,14.41
Israel,1951,0.649,28,14.06,13.67,9.41,9.71,12.14
South Korea,1951,0.615,29,20.31,5,8.28,12.77,15.96
Portugal,1951,0.613,30,4.36,7.21,14.06,25.13,10.77
Vietnam,1951,0.59,31,7.55,18,9.48,8.99,17.99
Iran,1951,0.567,32,14.48,18.35,10.95,10.13,12.66
Greece,1951,0.544,33,10.81,8.38,9.61,22.9,9.81
Colombia,1951,0.542,34,10.86,18.09,14.88,8.09,10.11
Pakistan,1951,0.54,35,25.1,7.8,6.26,8.38,16.75
Bangladesh,1951,0.378,36,10.33,5.26,5.21,9.16,18.32
Indonesia,1951,0.373,37,7.19,5.86,3.59,11.97,23.94
Saudi Arabia,1951,0.358,38,35.44,14.71,9.16,7.69,9.61
Nigeria,1951,0.325,39,2.23,8.55,2.37,12.28,24.56
Thailand,1951,0.308,40,13.67,18.9,9.25,7.16,14.32
Malaysia,1951,0.305,41,7.8,19.11,4.58,8.13,16.26
Peru,1951,0.268,42,8.33,15.25,10.77,11.8,14.75
Ireland,1951,0.265,43,2.49,14.78,14.96,19.95,8.55
United Arab Emirates,1951,0.081,44,19.16,13.57,7.57,11.94,14.93
Singapore,1951,0.07,45,29.92,20.31,7.39,6.87,8.59
USA,1958,145.561,1,9.56,13.55,16.16,18.98,8.13
Russia,1958,48.918,2,6.91,8.95,9.72,11.56,14.44
Canada,1958,37.701,3,15,5,14.82,21.06,9.03
Germany,1958,24.741,4,4.24,9.53,15.94,24.05,10.31
UK,1958,22.372,5,11.31,12.67,15.97,17.95,7.69
France,1958,20.431,6,5.77,11.51,5,25.45,10.91
China,1958,17.913,7,13.21,9.56,6.09,9.92,19.84
Italy,1958,11.729,8,4.03,8.73,5,26.5,11.36
Japan,1958,11.23,9,3.02,16.13,15.07,21.28,9.12
Poland,1958,5.733,10,4.1,16.8,8.38,14.1,17.63
India,1958,5.724,11,14.78,13.32,3.05,8.63,17.26
Spain,1958,5.071,12,15,8.84,12.41,20.56,8.81
Brazil,1958,5.035,13,15,5,5,10.5,21
Sweden,1958,4.71,14,4,9.8,11.8,24.74,10.6
Australia,1958,4.433,15,7.04,13.25,14.6,21.04,9.02
Netherlands,1958,4.27,16,4.93,12.07,12.28,23.65,10.14
Romania,1958,3.947,17,11.82,14.73,5,13.05,16.31
Argentina,1958,2.786,18,5.78,15.4,17.82,10.47,13.09
Switzerland,1958,2.021,19,5.38,15.59,7.84,24.21,10.37
Mexico,1958,1.837,20,1.72,12.15,9.9,10.12,20.24
Egypt,1958,1.654,21,9.79,15.35,6.66,9.77,19.53
Turkey,1958,1.558,22,15,12.87,7.19,12.29,15.37
South Africa,1958,1.523,23,5.5,20.47,11.86,8.13,16.26
New Zealand,1958,1.494,24,4.59,8.19,14.71,22.2,9.52
Kazakhstan,1958,1.49,25,4.86,14.76,9.25,13.63,17.04
Philippines,1958,1.469,26,12.48,15.24,6.52,3.96,7.91
Chile,1958,1.464,27,14.85,13.52,10.96,11.53,14.41
Israel,1958,0.913,28,14.06,13.67,9.41,9.71,12.14
South Korea,1958,0.865,29,20.31,5,8.28,12.77,15.96
Portugal,1958,0.863,30,4.36,7.21,14.06,25.13,10.77
Vietnam,1958,0.831,31,7.55,18,9.48,8.99,17.99
Iran,1958,0.797,32,14.48,18.35,10.95,10.13,12.66
Greece,1958,0.765,33,10.81,8.38,9.61,22.9,9.81
Colombia,1958,0.763,34,10.86,18.09,14.88,8.09,10.11
Pakistan,1958,0.76,35,25.1,7.8,6.26,8.38,16.75
Bangladesh,1958,0.532,36,10.33,5.26,5.21,9.16,18.32
